สถานพยาบาลที่ได้รับการรับรองกระบวนการคุณภาพสถานพยาบาล (HA) และขั้นก้าวหน้า (A-HA) (ข้อมูล ณ 30 พฤศจิกายน 2563),,,,,,,,,
เขต,จังหวัด,โรงพยาบาล,H Code,สังกัด,ชนิดรพ.,ขั้นปัจจุบัน,วันรับรอง,วันหมดอายุ,หมายเหตุ
2,พิษณุโลก,บางกระทุ่ม,11253,รัฐในสังกัดสป.สธ.,รพช.,r3,26-มิ.ย.-18,25-มิ.ย.-21,
2,พิษณุโลก,ทันตกรรม คณะทันตแพทยศาสตร์ มหาวิทยาลัยนเรศวร,25049,กระทรวงศึกษาธิการ,กระทรวงศึกษาธิการ,2e,25-มิ.ย.-18,24-มิ.ย.-19,
2,พิษณุโลก,สมเด็จพระยุพราชนครไทย,11455,รัฐในสังกัดสป.สธ.,รพช.,r3,29-ม.ค.-19,28-ม.ค.-22,
2,พิษณุโลก,เนินมะปราง,11257,รัฐในสังกัดสป.สธ.,รพช.,r2,25-ก.ค.-20,24-ก.ค.-21,
2,พิษณุโลก,พรหมพิราม,11254,รัฐในสังกัดสป.สธ.,รพช.,r2,20-ก.พ.-18,19-ก.พ.-21,
2,เพชรบูรณ์,วังโป่ง,11271,รัฐในสังกัดสป.สธ.,รพช.,r1,15-ม.ค.-19,14-ม.ค.-22,
2,เพชรบูรณ์,ศรีเทพ,11267,รัฐในสังกัดสป.สธ.,รพช.,2,5-ต.ค.-20,4-ต.ค.-21,
2,เพชรบูรณ์,ชนแดน,11264,รัฐในสังกัดสป.สธ.,รพช.,3,29-ม.ค.-19,28-ม.ค.-21,
2,เพชรบูรณ์,หนองไผ่,11268,รัฐในสังกัดสป.สธ.,รพช.,r2,29-ต.ค.-19,28-ต.ค.-22,
2,เพชรบูรณ์,บึงสามพัน,11269,รัฐในสังกัดสป.สธ.,รพช.,r1,13-พ.ย.-18,12-พ.ย.-21,
2,เพชรบูรณ์,เพชรรัตน์,12079,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
2,เพชรบูรณ์,หล่มสัก,11265,รัฐในสังกัดสป.สธ.,รพช.,r2,10-เม.ย.-18,9-เม.ย.-21,
2,เพชรบูรณ์,ค่ายพ่อขุนผาเมือง,11946,กระทรวงกลาโหม,กรมแพทย์ทหารบก,r2,14-ธ.ค.-18,13-ธ.ค.-21,
2,เพชรบูรณ์,เขาค้อ,11272,รัฐในสังกัดสป.สธ.,รพช.,2e,24-ก.ค.-19,23-ก.ค.-20,อยู่ระหว่างต่ออายุ
2,เพชรบูรณ์,สถานพยาบาลเวชกรรมนครหล่ม,12076,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
2,เพชรบูรณ์,เพชรบูรณ์,10727,รัฐในสังกัดสป.สธ.,รพท.,r3,14-ม.ค.-20,13-ม.ค.-23,
2,เพชรบูรณ์,วิเชียรบุรี,11266,รัฐในสังกัดสป.สธ.,รพท.,r3,29-ต.ค.-19,28-ต.ค.-22,
2,เพชรบูรณ์,น้ำหนาว,11270,รัฐในสังกัดสป.สธ.,รพช.,r1,14-ม.ค.-20,13-ม.ค.-23,
2,เพชรบูรณ์,สมเด็จพระยุพราชหล่มเก่า,11457,รัฐในสังกัดสป.สธ.,รพช.,r3,13-ก.พ.-18,12-ก.พ.-21,
2,สุโขทัย,ศรีนคร,11249,รัฐในสังกัดสป.สธ.,รพช.,r2,10-ก.ย.-19,9-ก.ย.-22,
2,สุโขทัย,ศรีสัชนาลัย,11247,รัฐในสังกัดสป.สธ.,รพช.,r1,24-มี.ค.-20,23-มี.ค.-21,
2,สุโขทัย,สถานพยาบาลเวชกรรมหมออาคม,28853,เอกชน,เอกชน,0,,,
2,สุโขทัย,คีรีมาศ,11245,รัฐในสังกัดสป.สธ.,รพช.,r3,13-ส.ค.-19,12-ส.ค.-22,
2,สุโขทัย,ศรีสังวรสุโขทัย,10725,รัฐในสังกัดสป.สธ.,รพท.,r3,24-ธ.ค.-19,23-ธ.ค.-22,
2,สุโขทัย,สวรรคโลก,11248,รัฐในสังกัดสป.สธ.,รพช.,r4,29-ต.ค.-19,28-ต.ค.-22,
2,สุโขทัย,ทุ่งเสลี่ยม,11250,รัฐในสังกัดสป.สธ.,รพช.,r2,18-ก.พ.-20,17-ก.พ.-23,
2,สุโขทัย,พัฒนเวชสุโขทัย,12057,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
2,สุโขทัย,บ้านด่านลานหอย,11244,รัฐในสังกัดสป.สธ.,รพช.,r2,25-ก.ย.-18,24-ก.ย.-21,
2,สุโขทัย,กงไกรลาศ,11246,รัฐในสังกัดสป.สธ.,รพช.,r4,29-ม.ค.-19,28-ม.ค.-22,
2,สุโขทัย,รวมแพทย์สุโขทัย,12058,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
2,สุโขทัย,สุโขทัย,10724,รัฐในสังกัดสป.สธ.,รพท.,r3,13-ก.พ.-18,12-ก.พ.-21,
2,อุตรดิตถ์,ทองแสนขัน,11165,รัฐในสังกัดสป.สธ.,รพช.,r2,19-ก.ย.-20,18-ก.ย.-21,
2,อุตรดิตถ์,ฟากท่า,11161,รัฐในสังกัดสป.สธ.,รพช.,3,21-ก.พ.-19,20-ก.พ.-21,
2,อุตรดิตถ์,บ้านโคก,11162,รัฐในสังกัดสป.สธ.,รพช.,r2,10-ต.ค.-20,9-ต.ค.-21,
2,อุตรดิตถ์,ลับแล,11164,รัฐในสังกัดสป.สธ.,รพช.,r1,28-เม.ย.-20,27-เม.ย.-23,
2,อุตรดิตถ์,พิชัย,11163,รัฐในสังกัดสป.สธ.,รพช.,3,29-ม.ค.-19,28-ม.ค.-21,
2,อุตรดิตถ์,ค่ายพิชัยดาบหัก,11509,กระทรวงกลาโหม,กรมแพทย์ทหารบก,r1,8-พ.ค.-18,7-พ.ค.-21,
2,อุตรดิตถ์,อุตรดิตถ์,10673,รัฐในสังกัดสป.สธ.,รพศ.,r3,23-เม.ย.-19,22-เม.ย.-22,
2,อุตรดิตถ์,ท่าปลา,11159,รัฐในสังกัดสป.สธ.,รพช.,r2,22-ส.ค.-20,21-ส.ค.-21,
2,อุตรดิตถ์,ตรอน,11158,รัฐในสังกัดสป.สธ.,รพช.,r1,24-มี.ค.-20,23-มี.ค.-21,
2,อุตรดิตถ์,น้ำปาด,11160,รัฐในสังกัดสป.สธ.,รพช.,r2,11-ก.ย.-18,10-ก.ย.-21,
2,อุตรดิตถ์,พิษณุเวชอุตรดิตถ์,41622,เอกชน,เอกชน,0,,,
3,กำแพงเพชร,ขาณุวรลักษบุรี,11231,รัฐในสังกัดสป.สธ.,รพช.,r3,21-พ.ย.-18,20-พ.ย.-21,
3,กำแพงเพชร,คลองขลุง,11232,รัฐในสังกัดสป.สธ.,รพช.,r2,16-ต.ค.-18,15-ต.ค.-21,
3,กำแพงเพชร,พรานกระต่าย,11233,รัฐในสังกัดสป.สธ.,รพช.,r2,20-ก.พ.-18,19-ก.พ.-21,
3,กำแพงเพชร,โกสัมพีนคร,28010,รัฐในสังกัดสป.สธ.,รพช.,1e,6-ก.ย.-17,5-ก.ย.-18,
3,กำแพงเพชร,บึงสามัคคี,14135,รัฐในสังกัดสป.สธ.,รพช.,r1,8-พ.ค.-18,7-พ.ค.-21,
3,กำแพงเพชร,กำแพงเพชร,10721,รัฐในสังกัดสป.สธ.,รพท.,r3,25-ก.ค.-20,24-ก.ค.-21,
3,กำแพงเพชร,ปางศิลาทอง,11236,รัฐในสังกัดสป.สธ.,รพช.,r1,14-ม.ค.-20,13-ม.ค.-23,
3,กำแพงเพชร,ลานกระบือ,11234,รัฐในสังกัดสป.สธ.,รพช.,r1,11-ก.พ.-20,10-ก.พ.-23,
3,กำแพงเพชร,สถานพยาบาลนายแพทย์บัณฑิต,12049,เอกชน,เอกชน,0,,,
3,กำแพงเพชร,คลองลาน,11230,รัฐในสังกัดสป.สธ.,รพช.,r2,13-ส.ค.-19,12-ส.ค.-22,
3,กำแพงเพชร,ไทรงาม,11229,รัฐในสังกัดสป.สธ.,รพช.,r1,27-พ.ย.-20,26-พ.ย.-21,
3,กำแพงเพชร,ทรายทองวัฒนา,11235,รัฐในสังกัดสป.สธ.,รพช.,r2,19-พ.ย.-19,18-พ.ย.-22,
3,กำแพงเพชร,ทุ่งโพธิ์ทะเล,11228,รัฐในสังกัดสป.สธ.,รพช.,2e,22-พ.ย.-19,21-พ.ย.-20,
3,กำแพงเพชร,เอกชนเมืองกำแพง,12050,เอกชน,เอกชน,2e,27-ส.ค.-18,26-ส.ค.-19,
3,ชัยนาท,ชัยนาทนเรนทร,10694,รัฐในสังกัดสป.สธ.,รพท.,r3,13-ส.ค.-19,12-ส.ค.-22,
3,ชัยนาท,สรรพยา,10804,รัฐในสังกัดสป.สธ.,รพช.,3,19-พ.ย.-19,18-พ.ย.-21,
3,ชัยนาท,หนองมะโมง,27974,รัฐในสังกัดสป.สธ.,รพช.,0,,,
3,ชัยนาท,วัดสิงห์,10803,รัฐในสังกัดสป.สธ.,รพช.,r1,12-ก.ย.-20,11-ก.ย.-21,
3,ชัยนาท,รวมแพทย์ชัยนาท,11828,เอกชน,สมาคมโรงพยาบาลเอกชน,2e,20-พ.ย.-18,19-พ.ย.-19,
3,ชัยนาท,มโนรมย์,10802,รัฐในสังกัดสป.สธ.,รพช.,3,24-มิ.ย.-20,23-มิ.ย.-22,
3,ชัยนาท,สรรคบุรี,10805,รัฐในสังกัดสป.สธ.,รพช.,r1,19-ก.ย.-20,18-ก.ย.-21,
3,ชัยนาท,หันคา,10806,รัฐในสังกัดสป.สธ.,รพช.,3,28-ส.ค.-20,27-ส.ค.-21,
3,ชัยนาท,เนินขาม,27975,รัฐในสังกัดสป.สธ.,รพช.,0,,,
3,นครสวรรค์,ลาดยาว,11218,รัฐในสังกัดสป.สธ.,รพช.,r1e,20-ธ.ค.-16,19-ธ.ค.-19,
3,นครสวรรค์,ชุมตาบง,40749,รัฐในสังกัดสป.สธ.,รพช.,0,,,
3,นครสวรรค์,ตากฟ้า,11219,รัฐในสังกัดสป.สธ.,รพช.,r2,19-พ.ย.-19,18-พ.ย.-22,
3,นครสวรรค์,ท่าตะโก,11215,รัฐในสังกัดสป.สธ.,รพช.,r1e,21-มิ.ย.-16,20-มิ.ย.-19,
3,นครสวรรค์,แม่วงก์,11220,รัฐในสังกัดสป.สธ.,รพช.,r1,22-ส.ค.-20,21-ส.ค.-21,
3,นครสวรรค์,ศรีสวรรค์,12044,เอกชน,สมาคมโรงพยาบาลเอกชน,2e,18-เม.ย.-12,17-เม.ย.-13,
3,นครสวรรค์,โกรกพระ,11209,รัฐในสังกัดสป.สธ.,รพช.,3e,18-ก.พ.-15,17-ก.พ.-17,
3,นครสวรรค์,กองบิน กองบิน 4,11514,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ,r2,25-ก.ค.-20,24-ก.ค.-21,
3,นครสวรรค์,ไพศาลี,11216,รัฐในสังกัดสป.สธ.,รพช.,r2,12-พ.ค.-20,11-พ.ค.-23,
3,นครสวรรค์,จิตเวชนครสวรรค์ราชนครินทร์,14171,รัฐในสังกัดสธ.,กรมสุขภาพจิต,r3,26-พ.ค.-20,25-พ.ค.-23,
3,นครสวรรค์,ปากน้ำโพ 2,12034,เอกชน,สมาคมโรงพยาบาลเอกชน,2e,20-ก.ค.-19,19-ก.ค.-20,
3,นครสวรรค์,ชุมแสง,11210,รัฐในสังกัดสป.สธ.,รพช.,r1e,8-ส.ค.-17,7-ส.ค.-20,อยู่ระหว่างต่ออายุ
3,นครสวรรค์,เก้าเลี้ยว,11213,รัฐในสังกัดสป.สธ.,รพช.,r1,25-ก.ค.-20,24-ก.ค.-21,
3,นครสวรรค์,ส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3 นครสวรรค์,12284,รัฐในสังกัดสธ.,กรมอนามัย,2e,20-พ.ย.-18,19-พ.ย.-19,
3,นครสวรรค์,พริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่,12030,เอกชน,สมาคมโรงพยาบาลเอกชน,3,9-ก.ค.-19,8-ก.ค.-21,
3,นครสวรรค์,ตาคลี,11214,รัฐในสังกัดสป.สธ.,รพช.,r4,29-ต.ค.-19,28-ต.ค.-22,
3,นครสวรรค์,ค่ายจิรประวัติ,11513,กระทรวงกลาโหม,กรมแพทย์ทหารบก,r2,8-พ.ค.-18,7-พ.ค.-21,
3,นครสวรรค์,พยุหะคีรี,11217,รัฐในสังกัดสป.สธ.,รพช.,r1,13-ส.ค.-20,12-ส.ค.-23,
3,นครสวรรค์,รวมแพทย์นครสวรรค์,12033,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
3,นครสวรรค์,ร่มฉัตร,12042,เอกชน,สมาคมโรงพยาบาลเอกชน,1,8-ก.ค.-20,7-ก.ค.-21,
3,นครสวรรค์,หนองบัว,11211,รัฐในสังกัดสป.สธ.,รพช.,r1,24-ต.ค.-20,23-เม.ย.-21,
3,นครสวรรค์,สวรรค์ประชารักษ์,10675,รัฐในสังกัดสป.สธ.,รพศ.,r4,23-เม.ย.-19,22-เม.ย.-22,
3,นครสวรรค์,บรรพตพิสัย,11212,รัฐในสังกัดสป.สธ.,รพช.,r1,27-พ.ย.-20,26-พ.ย.-21,
3,พิจิตร,สถานพยาบาลเวชกรรมทัศนเวช,12072,เอกชน,เอกชน,0,,,
3,พิจิตร,โพธิ์ประทับช้าง,11259,รัฐในสังกัดสป.สธ.,รพช.,r2,12-ก.พ.-19,11-ก.พ.-22,
3,พิจิตร,วังทรายพูน,11258,รัฐในสังกัดสป.สธ.,รพช.,r1,19-ก.ย.-20,18-ก.ย.-21,
3,พิจิตร,สมเด็จพระยุพราชตะพานหิน,11456,รัฐในสังกัดสป.สธ.,รพช.,r3,23-เม.ย.-19,22-เม.ย.-22,
3,พิจิตร,บางมูลนาก,11260,รัฐในสังกัดสป.สธ.,รพช.,r3,1-พ.ค.-20,30-เม.ย.-21,
3,พิจิตร,พิจิตร,10726,รัฐในสังกัดสป.สธ.,รพท.,r4,25-มี.ค.-19,24-มี.ค.-22,
3,พิจิตร,สากเหล็ก,27978,รัฐในสังกัดสป.สธ.,รพช.,0,,,
3,พิจิตร,สามง่าม,11262,รัฐในสังกัดสป.สธ.,รพช.,r2,24-เม.ย.-18,23-เม.ย.-21,
3,พิจิตร,ดงเจริญ,27980,รัฐในสังกัดสป.สธ.,รพช.,0,,,
3,พิจิตร,วชิรบารมี,11631,รัฐในสังกัดสป.สธ.,รพช.,r3,15-ม.ค.-19,14-ม.ค.-22,
3,พิจิตร,โพทะเล,11261,รัฐในสังกัดสป.สธ.,รพช.,r2,25-ส.ค.-20,24-ส.ค.-21,
